match_id,player,row,pts,won_1+,won_2+,won_3+,won_4+,won_5+,won_6+,won_7+,won_8+,won_9+,won_10+
20250507-W-Rome-R128-Federica_Urgesi-Bianca_Andreescu,Bianca Andreescu,2,13,46.2%,41.7%,50.0%,16.7%,50.0%,50.0%,50.0%,50.0%,50.0%,50.0%
20250507-W-Rome-R128-Antonia_Ruzic-Tyra_Caterina_Grant,Antonia Ruzic,1,76,55.3%,50.7%,60.3%,47.7%,58.3%,48.3%,58.3%,44.4%,57.1%,40.0%
20250507-W-Rome-R128-Antonia_Ruzic-Tyra_Caterina_Grant,Antonia Ruzic,2,28,50.0%,39.1%,56.3%,46.2%,66.7%,50.0%,100.0%,100.0%,100.0%,100.0%
20250507-W-Rome-R128-Antonia_Ruzic-Tyra_Caterina_Grant,Tyra Caterina Grant,1,88,58.0%,53.2%,60.0%,49.1%,57.4%,41.2%,63.6%,52.9%,60.0%,45.5%
20250507-W-Rome-R128-Antonia_Ruzic-Tyra_Caterina_Grant,Tyra Caterina Grant,2,23,34.8%,28.6%,42.9%,27.3%,33.3%,14.3%,16.7%,0.0%,0.0%,0.0%
20250501-W-Madrid-SF-Iga_Swiatek-Coco_Gauff,Iga Swiatek,1,34,41.2%,33.3%,47.6%,21.4%,37.5%,28.6%,66.7%,0.0%,-,-
20250501-W-Madrid-SF-Iga_Swiatek-Coco_Gauff,Iga Swiatek,2,12,50.0%,40.0%,40.0%,25.0%,50.0%,50.0%,50.0%,0.0%,0.0%,0.0%
20250501-W-Madrid-SF-Iga_Swiatek-Coco_Gauff,Coco Gauff,1,21,90.5%,80.0%,80.0%,75.0%,100.0%,100.0%,100.0%,-,-,-
20250501-W-Madrid-SF-Iga_Swiatek-Coco_Gauff,Coco Gauff,2,12,75.0%,62.5%,71.4%,60.0%,75.0%,66.7%,66.7%,0.0%,-,-
20250501-W-Madrid-SF-Aryna_Sabalenka-Elina_Svitolina,Aryna Sabalenka,1,40,75.0%,64.3%,81.8%,69.2%,100.0%,100.0%,100.0%,100.0%,100.0%,-
20250501-W-Madrid-SF-Aryna_Sabalenka-Elina_Svitolina,Aryna Sabalenka,2,26,53.8%,45.5%,66.7%,28.6%,33.3%,20.0%,50.0%,0.0%,-,-
20250501-W-Madrid-SF-Aryna_Sabalenka-Elina_Svitolina,Elina Svitolina,1,36,63.9%,50.0%,65.0%,56.3%,81.8%,60.0%,60.0%,50.0%,100.0%,100.0%
20250501-W-Madrid-SF-Aryna_Sabalenka-Elina_Svitolina,Elina Svitolina,2,25,48.0%,35.0%,41.2%,33.3%,45.5%,14.3%,20.0%,0.0%,0.0%,0.0%
20250430-W-Madrid-QF-Elina_Svitolina-Moyuka_Uchijima,Elina Svitolina,1,33,72.7%,52.6%,58.8%,30.0%,42.9%,20.0%,25.0%,0.0%,0.0%,0.0%
20250430-W-Madrid-QF-Elina_Svitolina-Moyuka_Uchijima,Elina Svitolina,2,12,50.0%,45.5%,62.5%,50.0%,60.0%,33.3%,33.3%,33.3%,50.0%,0.0%
20250430-W-Madrid-QF-Elina_Svitolina-Moyuka_Uchijima,Moyuka Uchijima,1,21,47.6%,26.7%,30.8%,25.0%,30.0%,22.2%,33.3%,20.0%,100.0%,100.0%
20250430-W-Madrid-QF-Elina_Svitolina-Moyuka_Uchijima,Moyuka Uchijima,2,14,35.7%,18.2%,40.0%,40.0%,66.7%,0.0%,0.0%,0.0%,0.0%,0.0%
20250430-W-Madrid-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,1,26,84.6%,77.8%,82.4%,76.9%,90.9%,83.3%,100.0%,100.0%,100.0%,-
20250430-W-Madrid-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,2,22,59.1%,43.8%,58.3%,44.4%,50.0%,20.0%,50.0%,50.0%,50.0%,50.0%
20250430-W-Madrid-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,1,50,58.0%,44.7%,48.6%,25.0%,37.5%,16.7%,22.2%,22.2%,50.0%,0.0%
20250430-W-Madrid-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,2,29,34.5%,26.9%,31.8%,21.1%,33.3%,0.0%,0.0%,0.0%,0.0%,0.0%
20250429-W-Madrid-R16-Anastasia_Potapova-Marta_Kostyuk,Anastasia Potapova,1,43,65.1%,53.1%,60.7%,52.2%,63.2%,50.0%,63.6%,33.3%,50.0%,33.3%
20250429-W-Madrid-R16-Anastasia_Potapova-Marta_Kostyuk,Anastasia Potapova,2,22,31.8%,25.0%,38.5%,33.3%,50.0%,33.3%,40.0%,40.0%,100.0%,100.0%
20250429-W-Madrid-R16-Anastasia_Potapova-Marta_Kostyuk,Marta Kostyuk,1,37,70.3%,65.6%,67.7%,44.4%,53.3%,50.0%,70.0%,62.5%,83.3%,50.0%
20250429-W-Madrid-R16-Anastasia_Potapova-Marta_Kostyuk,Marta Kostyuk,2,15,66.7%,61.5%,72.7%,66.7%,75.0%,50.0%,100.0%,100.0%,100.0%,100.0%
20250428-W-Madrid-R16-Mirra_Andreeva-Yulia_Starodubtseva,Mirra Andreeva,1,48,64.6%,57.5%,65.7%,50.0%,70.6%,61.5%,66.7%,60.0%,75.0%,33.3%
20250428-W-Madrid-R16-Mirra_Andreeva-Yulia_Starodubtseva,Mirra Andreeva,2,23,78.3%,76.2%,80.0%,69.2%,75.0%,72.7%,80.0%,71.4%,83.3%,66.7%
20250428-W-Madrid-R16-Mirra_Andreeva-Yulia_Starodubtseva,Yulia Starodubtseva,1,25,64.0%,60.9%,66.7%,53.3%,66.7%,55.6%,62.5%,40.0%,66.7%,50.0%
20250428-W-Madrid-R16-Mirra_Andreeva-Yulia_Starodubtseva,Yulia Starodubtseva,2,18,38.9%,26.7%,33.3%,20.0%,25.0%,14.3%,25.0%,0.0%,0.0%,0.0%
20250426-W-Madrid-R32-Magdalena_Frech-Mirra_Andreeva,Magdalena Frech,1,37,73.0%,64.3%,72.0%,58.8%,66.7%,58.3%,63.6%,50.0%,50.0%,42.9%
20250426-W-Madrid-R32-Magdalena_Frech-Mirra_Andreeva,Magdalena Frech,2,24,45.8%,38.1%,53.3%,53.3%,57.1%,40.0%,44.4%,16.7%,25.0%,25.0%
20250426-W-Madrid-R32-Magdalena_Frech-Mirra_Andreeva,Mirra Andreeva,1,45,71.1%,64.9%,68.6%,57.7%,68.2%,58.8%,62.5%,53.8%,70.0%,40.0%
20250426-W-Madrid-R32-Magdalena_Frech-Mirra_Andreeva,Mirra Andreeva,2,17,70.6%,64.3%,64.3%,58.3%,70.0%,62.5%,71.4%,71.4%,83.3%,75.0%
20250426-W-Madrid-R32-Linda_Noskova-Iga_Swiatek,Linda Noskova,1,26,69.2%,55.6%,71.4%,33.3%,33.3%,0.0%,0.0%,0.0%,-,-
20250426-W-Madrid-R32-Linda_Noskova-Iga_Swiatek,Linda Noskova,2,14,42.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
20250426-W-Madrid-R32-Linda_Noskova-Iga_Swiatek,Iga Swiatek,1,36,75.0%,59.1%,76.5%,63.6%,87.5%,66.7%,100.0%,-,-,-
20250426-W-Madrid-R32-Linda_Noskova-Iga_Swiatek,Iga Swiatek,2,23,47.8%,36.8%,43.8%,30.8%,36.4%,22.2%,33.3%,33.3%,40.0%,40.0%
20250425-W-Madrid-R64-Jasmine_Paolini-Katie_Boulter,Jasmine Paolini,1,33,66.7%,59.3%,72.7%,57.1%,88.9%,50.0%,50.0%,0.0%,-,-
20250425-W-Madrid-R64-Jasmine_Paolini-Katie_Boulter,Jasmine Paolini,2,13,69.2%,66.7%,72.7%,57.1%,80.0%,50.0%,50.0%,0.0%,0.0%,0.0%
20250425-W-Madrid-R64-Jasmine_Paolini-Katie_Boulter,Katie Boulter,1,23,39.1%,26.3%,31.3%,8.3%,14.3%,0.0%,0.0%,0.0%,-,-
20250425-W-Madrid-R64-Jasmine_Paolini-Katie_Boulter,Katie Boulter,2,8,25.0%,14.3%,16.7%,16.7%,20.0%,0.0%,-,-,-,-
20250425-W-Madrid-R64-Elena_Rybakina-Bianca_Andreescu,Elena Rybakina,1,36,80.6%,65.0%,92.9%,85.7%,85.7%,75.0%,100.0%,100.0%,100.0%,100.0%
20250425-W-Madrid-R64-Elena_Rybakina-Bianca_Andreescu,Elena Rybakina,2,25,52.0%,33.3%,50.0%,33.3%,50.0%,50.0%,100.0%,100.0%,100.0%,-
20250425-W-Madrid-R64-Elena_Rybakina-Bianca_Andreescu,Bianca Andreescu,1,39,56.4%,41.4%,57.1%,47.1%,66.7%,50.0%,66.7%,60.0%,60.0%,60.0%
20250425-W-Madrid-R64-Elena_Rybakina-Bianca_Andreescu,Bianca Andreescu,2,14,71.4%,63.6%,77.8%,50.0%,66.7%,66.7%,100.0%,100.0%,100.0%,-
20250425-W-Madrid-R64-Aryna_Sabalenka-Anna_Blinkova,Aryna Sabalenka,1,36,75.0%,65.4%,70.8%,56.3%,81.8%,66.7%,80.0%,0.0%,-,-
20250425-W-Madrid-R64-Aryna_Sabalenka-Anna_Blinkova,Aryna Sabalenka,2,31,58.1%,45.8%,57.9%,42.9%,66.7%,50.0%,75.0%,0.0%,0.0%,0.0%
20250425-W-Madrid-R64-Aryna_Sabalenka-Anna_Blinkova,Anna Blinkova,1,48,64.6%,50.0%,63.0%,44.4%,50.0%,27.3%,60.0%,0.0%,-,-
20250425-W-Madrid-R64-Aryna_Sabalenka-Anna_Blinkova,Anna Blinkova,2,26,42.3%,25.0%,55.6%,33.3%,40.0%,25.0%,50.0%,0.0%,-,-
20250425-W-Madrid-R64-Anastasia_Potapova-Qinwen_Zheng,Anastasia Potapova,1,39,66.7%,56.7%,73.9%,62.5%,76.9%,57.1%,66.7%,50.0%,66.7%,66.7%
20250425-W-Madrid-R64-Anastasia_Potapova-Qinwen_Zheng,Anastasia Potapova,2,17,58.8%,53.3%,61.5%,44.4%,57.1%,40.0%,50.0%,33.3%,50.0%,50.0%
20250425-W-Madrid-R64-Anastasia_Potapova-Qinwen_Zheng,Qinwen Zheng,1,27,55.6%,42.9%,52.9%,33.3%,36.4%,22.2%,33.3%,33.3%,50.0%,50.0%
20250425-W-Madrid-R64-Anastasia_Potapova-Qinwen_Zheng,Qinwen Zheng,2,33,45.5%,41.9%,50.0%,35.0%,58.3%,44.4%,66.7%,60.0%,75.0%,66.7%
20250424-W-Madrid-R64-Mirra_Andreeva-Marie_Bouzkova,Mirra Andreeva,1,38,76.3%,62.5%,68.2%,50.0%,58.3%,44.4%,57.1%,50.0%,75.0%,0.0%
20250424-W-Madrid-R64-Mirra_Andreeva-Marie_Bouzkova,Mirra Andreeva,2,30,63.3%,59.3%,66.7%,60.0%,63.2%,53.3%,66.7%,50.0%,66.7%,60.0%
20250424-W-Madrid-R64-Mirra_Andreeva-Marie_Bouzkova,Marie Bouzkova,1,34,52.9%,40.7%,44.0%,26.3%,33.3%,33.3%,41.7%,22.2%,22.2%,12.5%
20250424-W-Madrid-R64-Mirra_Andreeva-Marie_Bouzkova,Marie Bouzkova,2,22,63.6%,55.6%,66.7%,58.3%,58.3%,50.0%,62.5%,50.0%,50.0%,40.0%
20250424-W-Madrid-R64-Iga_Swiatek-Alexandra_Eala,Iga Swiatek,1,47,63.8%,50.0%,68.0%,46.7%,63.6%,33.3%,66.7%,0.0%,-,-
20250424-W-Madrid-R64-Iga_Swiatek-Alexandra_Eala,Iga Swiatek,2,29,62.1%,47.6%,76.9%,50.0%,100.0%,-,-,-,-,-
20250424-W-Madrid-R64-Iga_Swiatek-Alexandra_Eala,Alexandra Eala,1,68,50.0%,33.3%,44.7%,27.6%,47.1%,35.7%,50.0%,16.7%,33.3%,33.3%
20250424-W-Madrid-R64-Iga_Swiatek-Alexandra_Eala,Alexandra Eala,2,27,51.9%,45.8%,68.8%,50.0%,71.4%,33.3%,50.0%,0.0%,-,-
20250424-W-Madrid-R64-Belinda_Bencic-Clara_Tauson,Belinda Bencic,1,55,70.9%,57.9%,66.7%,52.2%,63.2%,50.0%,70.0%,57.1%,80.0%,66.7%
20250424-W-Madrid-R64-Belinda_Bencic-Clara_Tauson,Belinda Bencic,2,21,61.9%,50.0%,80.0%,60.0%,75.0%,0.0%,0.0%,0.0%,0.0%,0.0%
20250424-W-Madrid-R64-Belinda_Bencic-Clara_Tauson,Clara Tauson,1,33,81.8%,71.4%,83.3%,40.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
20250424-W-Madrid-R64-Belinda_Bencic-Clara_Tauson,Clara Tauson,2,24,54.2%,38.9%,50.0%,22.2%,25.0%,0.0%,-,-,-,-
20250423-W-Madrid-R128-Victoria_Azarenka-Olga_Danilovic,Victoria Azarenka,1,29,51.7%,46.2%,60.0%,38.5%,55.6%,42.9%,42.9%,20.0%,33.3%,33.3%
20250423-W-Madrid-R128-Victoria_Azarenka-Olga_Danilovic,Victoria Azarenka,2,17,52.9%,46.7%,58.3%,44.4%,57.1%,57.1%,80.0%,75.0%,75.0%,50.0%
20250423-W-Madrid-R128-Victoria_Azarenka-Olga_Danilovic,Olga Danilovic,1,30,66.7%,52.4%,61.1%,53.3%,61.5%,50.0%,71.4%,50.0%,66.7%,50.0%
20250423-W-Madrid-R128-Victoria_Azarenka-Olga_Danilovic,Olga Danilovic,2,22,63.6%,50.0%,61.5%,44.4%,66.7%,60.0%,60.0%,33.3%,33.3%,33.3%
20250423-W-Madrid-R128-Mccartney_Kessler-Bianca_Andreescu,Mccartney Kessler,1,25,68.0%,38.5%,41.7%,22.2%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%
20250423-W-Madrid-R128-Mccartney_Kessler-Bianca_Andreescu,Mccartney Kessler,2,18,50.0%,40.0%,54.5%,16.7%,33.3%,0.0%,-,-,-,-
20250423-W-Madrid-R128-Mccartney_Kessler-Bianca_Andreescu,Bianca Andreescu,1,45,62.2%,46.9%,57.7%,31.3%,50.0%,44.4%,66.7%,50.0%,66.7%,50.0%
20250423-W-Madrid-R128-Mccartney_Kessler-Bianca_Andreescu,Bianca Andreescu,2,17,70.6%,61.5%,61.5%,44.4%,57.1%,40.0%,50.0%,0.0%,0.0%,0.0%
20250423-W-Madrid-R128-Emma_Raducanu-Suzan_Lamens,Emma Raducanu,1,45,55.6%,39.4%,50.0%,38.1%,61.5%,37.5%,42.9%,33.3%,50.0%,33.3%
20250423-W-Madrid-R128-Emma_Raducanu-Suzan_Lamens,Emma Raducanu,2,28,67.9%,57.1%,75.0%,69.2%,75.0%,57.1%,80.0%,66.7%,66.7%,50.0%
20250423-W-Madrid-R128-Emma_Raducanu-Suzan_Lamens,Suzan Lamens,1,51,66.7%,56.4%,66.7%,60.7%,68.0%,60.0%,66.7%,40.0%,44.4%,37.5%
20250423-W-Madrid-R128-Emma_Raducanu-Suzan_Lamens,Suzan Lamens,2,22,50.0%,42.1%,53.3%,46.2%,60.0%,33.3%,40.0%,25.0%,33.3%,33.3%
20250423-W-Madrid-R128-Carlota_Martinez_Cirez-Maya_Joint,Carlota Martinez Cirez,1,56,62.5%,48.8%,54.1%,39.3%,44.0%,30.0%,37.5%,28.6%,57.1%,25.0%
20250423-W-Madrid-R128-Carlota_Martinez_Cirez-Maya_Joint,Carlota Martinez Cirez,2,25,52.0%,45.5%,45.5%,33.3%,42.9%,33.3%,66.7%,33.3%,50.0%,50.0%
20250423-W-Madrid-R128-Carlota_Martinez_Cirez-Maya_Joint,Maya Joint,1,65,60.0%,53.6%,68.2%,62.2%,69.7%,56.5%,59.1%,50.0%,64.3%,37.5%
20250423-W-Madrid-R128-Carlota_Martinez_Cirez-Maya_Joint,Maya Joint,2,24,58.3%,56.5%,65.0%,53.3%,80.0%,71.4%,83.3%,50.0%,100.0%,-
20250422-W-Madrid-R128-Mayar_Sherif-Jessica_Bouzas_Maneiro,Mayar Sherif,1,45,60.0%,52.6%,58.8%,44.0%,57.9%,38.5%,55.6%,20.0%,25.0%,25.0%
20250422-W-Madrid-R128-Mayar_Sherif-Jessica_Bouzas_Maneiro,Mayar Sherif,2,13,23.1%,16.7%,33.3%,33.3%,33.3%,33.3%,66.7%,50.0%,50.0%,0.0%
20250422-W-Madrid-R128-Mayar_Sherif-Jessica_Bouzas_Maneiro,Jessica Bouzas Maneiro,1,32,71.9%,67.9%,79.2%,61.5%,72.7%,57.1%,80.0%,66.7%,100.0%,100.0%
20250422-W-Madrid-R128-Mayar_Sherif-Jessica_Bouzas_Maneiro,Jessica Bouzas Maneiro,2,11,81.8%,75.0%,85.7%,66.7%,66.7%,50.0%,100.0%,-,-,-
20250422-W-Madrid-R128-Alexandra_Eala-Viktoriya_Tomova,Alexandra Eala,1,41,58.5%,52.8%,65.5%,52.4%,73.3%,55.6%,83.3%,66.7%,66.7%,0.0%
20250422-W-Madrid-R128-Alexandra_Eala-Viktoriya_Tomova,Alexandra Eala,2,20,55.0%,50.0%,64.3%,58.3%,70.0%,62.5%,83.3%,66.7%,100.0%,100.0%
20250422-W-Madrid-R128-Alexandra_Eala-Viktoriya_Tomova,Viktoriya Tomova,1,38,36.8%,27.3%,42.9%,40.0%,50.0%,33.3%,36.4%,0.0%,0.0%,0.0%
20250422-W-Madrid-R128-Alexandra_Eala-Viktoriya_Tomova,Viktoriya Tomova,2,11,45.5%,25.0%,40.0%,40.0%,66.7%,66.7%,66.7%,0.0%,0.0%,0.0%
20250420-W-Rouen-F-Elina_Svitolina-Olga_Danilovic,Elina Svitolina,1,45,73.3%,58.6%,85.0%,70.0%,87.5%,83.3%,100.0%,100.0%,100.0%,100.0%
20250420-W-Rouen-F-Elina_Svitolina-Olga_Danilovic,Elina Svitolina,2,27,51.9%,50.0%,59.1%,55.0%,64.7%,45.5%,71.4%,60.0%,60.0%,33.3%
20250420-W-Rouen-F-Elina_Svitolina-Olga_Danilovic,Olga Danilovic,1,63,60.3%,51.9%,62.8%,50.0%,61.5%,47.4%,64.3%,50.0%,83.3%,66.7%
20250420-W-Rouen-F-Elina_Svitolina-Olga_Danilovic,Olga Danilovic,2,18,44.4%,37.5%,50.0%,45.5%,50.0%,44.4%,80.0%,75.0%,75.0%,50.0%
20250419-W-Rouen-SF-Suzan_Lamens-Olga_Danilovic,Suzan Lamens,1,40,72.5%,65.6%,84.0%,69.2%,81.8%,71.4%,83.3%,80.0%,100.0%,100.0%
20250419-W-Rouen-SF-Suzan_Lamens-Olga_Danilovic,Suzan Lamens,2,18,33.3%,14.3%,18.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
20250419-W-Rouen-SF-Suzan_Lamens-Olga_Danilovic,Olga Danilovic,1,44,65.9%,60.5%,65.7%,53.8%,63.6%,61.9%,65.0%,53.3%,61.5%,44.4%
20250419-W-Rouen-SF-Suzan_Lamens-Olga_Danilovic,Olga Danilovic,2,16,62.5%,57.1%,57.1%,45.5%,55.6%,42.9%,60.0%,50.0%,50.0%,33.3%
20250418-W-Rouen-QF-Tiantsoa_Sarah_Rakotomanga_Rajaonah-Suzan_Lamens,Tiantsoa Sarah Rakotomanga Rajaonah,1,35,37.1%,31.3%,41.7%,33.3%,43.8%,25.0%,37.5%,37.5%,50.0%,40.0%
20250418-W-Rouen-QF-Tiantsoa_Sarah_Rakotomanga_Rajaonah-Suzan_Lamens,Tiantsoa Sarah Rakotomanga Rajaonah,2,11,54.5%,44.4%,57.1%,50.0%,60.0%,60.0%,60.0%,50.0%,50.0%,0.0%
20250418-W-Rouen-QF-Tiantsoa_Sarah_Rakotomanga_Rajaonah-Suzan_Lamens,Suzan Lamens,1,33,54.5%,31.8%,35.0%,31.6%,42.9%,38.5%,41.7%,30.0%,50.0%,40.0%
20250418-W-Rouen-QF-Tiantsoa_Sarah_Rakotomanga_Rajaonah-Suzan_Lamens,Suzan Lamens,2,14,57.1%,50.0%,75.0%,71.4%,71.4%,60.0%,100.0%,100.0%,100.0%,100.0%
20250417-W-Stuttgart-R16-Ekaterina_Alexandrova-Mirra_Andreeva,Ekaterina Alexandrova,1,32,65.6%,38.9%,53.8%,14.3%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%
20250417-W-Stuttgart-R16-Ekaterina_Alexandrova-Mirra_Andreeva,Ekaterina Alexandrova,2,16,62.5%,45.5%,83.3%,75.0%,75.0%,75.0%,75.0%,0.0%,0.0%,0.0%
20250417-W-Stuttgart-R16-Ekaterina_Alexandrova-Mirra_Andreeva,Mirra Andreeva,1,24,66.7%,38.5%,71.4%,60.0%,100.0%,100.0%,100.0%,-,-,-
20250417-W-Stuttgart-R16-Ekaterina_Alexandrova-Mirra_Andreeva,Mirra Andreeva,2,24,33.3%,23.8%,41.7%,22.2%,25.0%,14.3%,20.0%,20.0%,33.3%,33.3%
20250417-W-Rouen-R16-Linda_Fruhvirtova-Olga_Danilovic,Linda Fruhvirtova,1,51,58.8%,41.7%,46.9%,32.0%,47.1%,30.8%,30.8%,25.0%,30.0%,22.2%
20250417-W-Rouen-R16-Linda_Fruhvirtova-Olga_Danilovic,Linda Fruhvirtova,2,27,44.4%,34.8%,40.0%,29.4%,38.5%,33.3%,40.0%,33.3%,60.0%,50.0%
20250417-W-Rouen-R16-Linda_Fruhvirtova-Olga_Danilovic,Olga Danilovic,1,55,67.3%,60.9%,66.7%,54.8%,63.0%,47.4%,52.9%,33.3%,44.4%,16.7%
20250417-W-Rouen-R16-Linda_Fruhvirtova-Olga_Danilovic,Olga Danilovic,2,33,42.4%,34.5%,37.0%,26.1%,33.3%,25.0%,33.3%,27.3%,27.3%,11.1%
20250416-W-Stuttgart-R32-Mirra_Andreeva-Erika_Andreeva,Mirra Andreeva,1,16,93.8%,91.7%,91.7%,80.0%,80.0%,66.7%,100.0%,100.0%,100.0%,100.0%
20250416-W-Stuttgart-R32-Mirra_Andreeva-Erika_Andreeva,Mirra Andreeva,2,7,42.9%,33.3%,40.0%,40.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%
20250416-W-Stuttgart-R32-Mirra_Andreeva-Erika_Andreeva,Erika Andreeva,1,9,33.3%,14.3%,20.0%,0.0%,-,-,-,-,-,-
20250416-W-Stuttgart-R32-Mirra_Andreeva-Erika_Andreeva,Erika Andreeva,2,8,50.0%,33.3%,33.3%,20.0%,33.3%,0.0%,0.0%,0.0%,-,-
20250416-W-Rouen-R32-Bianca_Andreescu-Suzan_Lamens,Bianca Andreescu,1,73,60.3%,51.7%,63.3%,51.4%,63.3%,38.9%,53.8%,40.0%,57.1%,40.0%
20250416-W-Rouen-R32-Bianca_Andreescu-Suzan_Lamens,Bianca Andreescu,2,35,51.4%,43.3%,46.4%,42.3%,50.0%,38.9%,46.7%,33.3%,40.0%,14.3%
20250416-W-Rouen-R32-Bianca_Andreescu-Suzan_Lamens,Suzan Lamens,1,55,70.9%,55.6%,58.8%,30.0%,35.3%,15.4%,22.2%,12.5%,14.3%,14.3%
20250416-W-Rouen-R32-Bianca_Andreescu-Suzan_Lamens,Suzan Lamens,2,33,66.7%,57.7%,71.4%,64.7%,73.3%,50.0%,80.0%,75.0%,75.0%,50.0%
20250415-W-Stuttgart-R32-Jasmine_Paolini-Eva_Lys,Jasmine Paolini,1,29,72.4%,55.6%,76.9%,50.0%,75.0%,66.7%,100.0%,100.0%,100.0%,100.0%
20250415-W-Stuttgart-R32-Jasmine_Paolini-Eva_Lys,Jasmine Paolini,2,18,61.1%,36.4%,57.1%,25.0%,33.3%,0.0%,0.0%,0.0%,0.0%,0.0%
20250415-W-Stuttgart-R32-Jasmine_Paolini-Eva_Lys,Eva Lys,1,30,26.7%,15.4%,20.0%,15.8%,27.3%,11.1%,25.0%,0.0%,0.0%,0.0%
20250415-W-Stuttgart-R32-Jasmine_Paolini-Eva_Lys,Eva Lys,2,16,68.8%,61.5%,80.0%,71.4%,83.3%,75.0%,75.0%,0.0%,-,-
20250415-W-Stuttgart-R32-Ekaterina_Alexandrova-Liudmila_Samsonova,Ekaterina Alexandrova,1,36,83.3%,66.7%,75.0%,69.2%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
20250415-W-Stuttgart-R32-Ekaterina_Alexandrova-Liudmila_Samsonova,Ekaterina Alexandrova,2,13,46.2%,36.4%,66.7%,60.0%,75.0%,50.0%,50.0%,0.0%,-,-
20250415-W-Stuttgart-R32-Ekaterina_Alexandrova-Liudmila_Samsonova,Liudmila Samsonova,1,30,66.7%,44.4%,57.1%,33.3%,42.9%,0.0%,0.0%,0.0%,0.0%,0.0%
20250415-W-Stuttgart-R32-Ekaterina_Alexandrova-Liudmila_Samsonova,Liudmila Samsonova,2,23,52.2%,45.0%,69.2%,50.0%,50.0%,42.9%,60.0%,33.3%,100.0%,-
20250415-W-Rouen-R32-Lois_Boisson-Harriet_Dart,Lois Boisson,1,45,77.8%,69.7%,74.2%,57.9%,68.8%,50.0%,55.6%,50.0%,100.0%,100.0%
20250415-W-Rouen-R32-Lois_Boisson-Harriet_Dart,Lois Boisson,2,11,27.3%,27.3%,37.5%,16.7%,25.0%,25.0%,33.3%,33.3%,33.3%,0.0%
20250415-W-Rouen-R32-Lois_Boisson-Harriet_Dart,Harriet Dart,1,22,50.0%,47.6%,52.6%,30.8%,36.4%,12.5%,16.7%,0.0%,0.0%,0.0%
20250415-W-Rouen-R32-Lois_Boisson-Harriet_Dart,Harriet Dart,2,16,50.0%,50.0%,57.1%,45.5%,50.0%,44.4%,57.1%,25.0%,33.3%,33.3%
20250414-W-Rouen-R32-Tiantsoa_Sarah_Rakotomanga_Rajaonah-Lucia_Bronzetti,Tiantsoa Sarah Rakotomanga Rajaonah,1,37,75.7%,66.7%,75.0%,64.7%,78.6%,62.5%,71.4%,66.7%,80.0%,66.7%
20250414-W-Rouen-R32-Tiantsoa_Sarah_Rakotomanga_Rajaonah-Lucia_Bronzetti,Tiantsoa Sarah Rakotomanga Rajaonah,2,13,76.9%,70.0%,87.5%,80.0%,80.0%,66.7%,66.7%,50.0%,50.0%,0.0%
20250414-W-Rouen-R32-Tiantsoa_Sarah_Rakotomanga_Rajaonah-Lucia_Bronzetti,Lucia Bronzetti,1,42,59.5%,51.4%,60.0%,47.8%,55.0%,30.8%,40.0%,33.3%,42.9%,20.0%
20250414-W-Rouen-R32-Tiantsoa_Sarah_Rakotomanga_Rajaonah-Lucia_Bronzetti,Lucia Bronzetti,2,14,35.7%,30.8%,44.4%,44.4%,50.0%,33.3%,50.0%,33.3%,50.0%,0.0%
20250412-W-BJK_Cup_Qualifiers-RR-Yuliana_Monroy-Maya_Joint,Yuliana Monroy,1,24,41.7%,33.3%,41.2%,28.6%,40.0%,33.3%,37.5%,28.6%,33.3%,33.3%
20250412-W-BJK_Cup_Qualifiers-RR-Yuliana_Monroy-Maya_Joint,Yuliana Monroy,2,15,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
20250412-W-BJK_Cup_Qualifiers-RR-Yuliana_Monroy-Maya_Joint,Maya Joint,1,25,68.0%,65.2%,75.0%,50.0%,71.4%,60.0%,100.0%,100.0%,100.0%,100.0%
20250412-W-BJK_Cup_Qualifiers-RR-Yuliana_Monroy-Maya_Joint,Maya Joint,2,10,60.0%,50.0%,57.1%,50.0%,75.0%,0.0%,0.0%,0.0%,-,-
20250412-W-BJK_Cup_Qualifiers-RR-Tatjana_Maria-Katie_Boulter,Tatjana Maria,1,40,60.0%,40.7%,52.4%,33.3%,41.7%,12.5%,33.3%,0.0%,0.0%,0.0%
20250412-W-BJK_Cup_Qualifiers-RR-Tatjana_Maria-Katie_Boulter,Tatjana Maria,2,31,45.2%,32.0%,42.1%,31.3%,41.7%,22.2%,40.0%,25.0%,50.0%,0.0%
